MER Guidance Version,id,resource_type,owner_id,source,name,concept_class,attr:Period,attr:Guidance Version,attr:Indicator Group,description,attr:Numerator,attr:Numerator Description,attr:Denominator,attr:Denominator Description,attr:Change from previous version,attr:Reporting level,attr:Reporting frequency,attr:Reporting frequency notes,attr:How to use,attr:How to collect,attr:How to review for data quality,attr:How to calculate annual total,attr:Numerator Disaggregation Groups,attr:Denominator Disaggregation Groups,attr:Disaggregate descriptions and definitions,attr:Data entered by,attr:Targets,attr:PEPFAR-support definition,attr:Guiding narrative questions,attr:General DREAMS narrative questions,attr:Data Visualization and Use Examples,attr:Required Disaggregates for DREAMS,attr:DREAMS Reporting Level,attr:DREAMS SNU Specific Guidance,attr:EA/SIMS considerations,attr:Additional Resources,update_comment,Notes (not for import)
FY16 (v2.0),HRH_HRIS,Concept,PEPFAR,MER,HRH_HRIS,Reference Indicator,FY16,v2.0,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,MER v2.0 (FY16),
FY16 (v2.0),HRH_PRE,Concept,PEPFAR,MER,HRH_PRE,Reference Indicator,FY16,v2.0,Health Systems,"Number of new health workers who graduated from a pre-service training institution or program as a result of PEPFAR-supported strengthening efforts, within the reporting period, by select cadre","Number of new health workers who graduated from a pre-service training institution or program as a result of PEPFAR-supported strengthening efforts, within the reporting period, by select cadre","The numerator is the sum of new health workers from the host country who graduated from a pre-service training institution within the reporting period with full or partial PEPFAR support. Individuals may be in pre-service training over a number of years, but can only be counted as graduated when they have completed their program. Graduates do not need to attend a formal ceremony – completing the program and receiving documentation is sufficient",N/A,,No change from MER 1.0,,Annually,"Reporting is done once a year. Data should be collected continuously at the institution level (or community level). Data analysis and review should be done regularly to monitor progress towards achieving the targets, and to identify and correct any data quality issues.",It is widely acknowledged that the lack of trained health workers is a major barrier to scaling up health services. The lack of a sufficient workforce in countries presents a serious challenge to every area of health. The data will tell us the number of new health workers who are available to enter the health workforce each year as a result of PEPFAR support.,"Training under this indicator is defined as “pre-service” training – the training of “new” health workers (see definition below). Training generally occurs prior to the individual entering the health workforce in his or her new position (with the exception of certain training that may occur on-the job but that prepares health workers to function as a new cadre or with an expanded scope of practice in the health system). A health worker who advances to a higher cadre (e.g., a clinical assistant who completes training to become a clinical officer) shall be counted as a “new” health worker for the purposes of this indicator. The HRH goal is to expand the number of workers in the workforce and increase access to care through the advancement of current workers to higher level cadres through additional training and education.

Pre-service training institutions are university-based or affiliated schools/institutions of medicine, nursing, public health, social work, laboratory science, pharmacy, and other health-related fields. Non-professional or paraprofessional training would be any accredited and nationally recognized pre-service program that is a requirement for this cadre’s entry into the workforce.

“In-service” and “continuing education” training should _not_ be included in the count for this indicator, but continue to be encouraged.

In order to count the duration of training must meet or exceed a minimum of 6 months. For example, community health workers who receive a 3-month training course cannot be counted here. The training duration may be a combination of classroom and practical field time to arrive at six months. Individuals may be in training over many reporting periods; however, only participants who have successfully completed their training should be counted.

A pre-service training program must be nationally accredited, or at the minimum meet national and international standards. The program must also have specific learning objectives, a course curriculum, expected knowledge, skills, and competencies to be gained by participants, as well as documented minimum requirements for course completion. The duration and intensity of training will vary by cadre; however, all training programs should have at a minimum the criteria listed above.

Successful completion of training may be documented by diploma, certificate or other evidence of completion of the program and subsequent eligibility to enter service.

Individuals not meeting these documented requirements should not be counted in this indicator.

“Health workers” refers to individuals involved in safeguarding and contributing to the prevention, promotion and protection of the health of the population (both professional and auxiliary-professionals). The categories below describe the different types of health workers to be considered under this indicator. This is not an exhaustive list of all health workers and position titles may vary from country to country.

For the purposes of this indicator, health workers may include the following but is not limited to:

* Clinical professionals, including doctors, nurses, midwives, laboratory scientists, pharmacists, medical technologists, and psychologists. They usually have a tertiary education and most countries have a formal method of certifying their qualifications.

* Clinical officers, medical and nursing assistants, lab and pharmacy technicians, auxiliary nurses, auxiliary midwives, T&C counselors. They should have completed a diploma or certificate program according to a standardized or accredited curriculum and support or substitute for university-trained professionals.

* Workers in a health ministry, hospital and facility administrators, human resource managers, monitoring and evaluation advisors, epidemiologists and other professional staff critical to health service delivery and program support.

* Social service workers including social workers, child and youth development workers, social welfare assistants.

PEPFAR support includes funding in the areas of curriculum development, teacher training and support, tuition/scholarships, infrastructure, materials/equipment, and practica/internships. For example, full or partial support of student tuition or scholarships, teacher salaries, and expansion/refurbishment of pre-service training facilities could all count under this indicator depending on the investment.

Data sources: MOH Human Resource Information Systems (HRIS), pre-service training institutions, Ministry of Education, Public Service, and/or private sector HRIS, Ministry of Social Welfare HRIS, professional boards and councils, alumni or graduates networks.
",N/A,N/A,"Numerator: Number of new health workers who graduated from a pre-service training institution or program as a result of PEPFAR-supported strengthening efforts, within the reporting period, by select cadre

By cadre

* Doctors, nurses, midwives, social service workers, laboratory professionals, other

    * This is not an exhaustive list of all health workers and position titles may vary from country to country.",N/A,,,,"As an above site indicator, the PEPFAR support categories of DSD and TA-SDI do not apply. To report results for this indicator, it is expected that PEPFAR provides support for this activity as defined below.

New health worker graduates of pre-service training institution or program will be counted as PEPFAR supported when:

1. PEPFAR is supporting the training of new health worker graduates, including:

    * Tuition and fees - At least 50% of the students' tuition and fees were or will be provided by PEPFAR for at least six months of their education

    * Curriculum development - The students received or will receive training where PEPFAR curriculum development was essential to qualify them for their trained role

    * Infrastructure - The students received or will receive six months or more of education at an institution that could not have supported their education without PEPFAR-supported infrastructure improvements (classrooms, dormitories, utilities)

    * Faculty support - The students received or will receive six months of more of education at an institution that could not have supported their education without one or more faculty members present and qualified due to PEPFAR support

    * Practica / internship support - The students would not have received or will not receive adequate practica or internship training without PEPFAR support (including transportation to or sufficient resources at the practicum facility)

    * Materials / equipment - The students would not have received or will not receive education without materials or equipment (including books and supplies) provided by PEPFAR

    * PEPFAR educational programs (for non-university-based training institutions) - The students received or will receive their education in a PEPFAR-funded, non-university-based education program for one or more courses without which they would not graduate or be qualified for the intended role

    * Please refer to the HRH flowchart and worksheet for further information (https://www.pepfarii.net/twg/hrh/SitePages/Home.aspx )
",,,,,,N/A,,,MER v2.0 (FY16),
FY16 (v2.0),HRH_VAC,Concept,PEPFAR,MER,HRH_VAC,Reference Indicator,FY16,v2.0,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,MER v2.0 (FY16),
FY16 (v2.0),HTC_TST,Concept,PEPFAR,MER,HTC_TST,Reference Indicator,FY16,v2.0,HTC,,,,,,,Facility & Community,Quarterly,,,,,,"Numerator ≥ subtotal of each disaggregation

* The total number of individuals receiving HTC services should be greater or equal to the sum of the disaggregations by (1) age/sex/test result, (2) aggregated age/sex, (3) result, and (4) service delivery point/result

Relationship between PMTCT_STAT (Numerator) & HTC_TST

* (PMTCT_STAT) New Positives = (HTC_TST) ANC.Positive + L&D.Positive

    * The total of new HIV+ pregnant women identified (and reported) in PMTCT should equal the total number of women tested in ANC and L&D with HIV+ test results.
",,"Only one age disaggregation type is used for age/sex/test result

* The number of individuals receiving HTC must be disaggregated by age. If possible, the finer age disaggregations should be used (<1, 1-4, 5-9, 10-14, 15-19, 20-24, 25-49, 50+). If the finer age disaggregations are not possible, then, and only then, should the aggregated age disaggregations be used (<15, 15+), for age/sex/result.

    * The sum for each of the following subgroups must be equal in each disaggregation: male, female, positive, negative, <15, and 15+
 ",,,,,,,Finer age disaggregates,All partners delivering HTS,,,,MER v2.0 (FY16),
FY16 (v2.0),HTC_TST_POS,Concept,PEPFAR,MER,HTC_TST (HTC_TST_POS),Reference Indicator,FY16,v2.0,Knowing HIV Status,Number of individuals who received HIV Testing and Counseling (HTC) services for HIV and received their test results,Number of individuals who received HIV Testing and Counseling (HTC) services for HIV and received their test results,"The numerator captures the number of individuals who received HIV Testing and Counseling (HTC) services for HIV and received their test results. A minimum provision of the following services is required for adequate data collection for this indicator: counseling, testing, return, and receipt of test results.",N/A,,Age/sex disaggregates modified to align across indicators. Service delivery points rationalized and simplified to avoid overlap and create mutual exclusive delivery points; HTC service delivery point that reflect both facility and community settings.,,Quarterly,,"This indicator is intended to monitor trends in the uptake of HTC services (regardless of the service delivery point and population group) within a country.

The disaggregation by test result provides information about the yield of HTC and the effectiveness of HTC programs in identifying people living with HIV (PLHIV) over time.

The service delivery disaggregation is intended to monitor access to and uptake of HTC by specific populations, HIV testing yield, and HTC setting and modality. The findings can support national governments and PEPFAR programs to determine the coverage and identify gaps in HTC services. This data may also be useful for projecting programmatic commodities and system needs such as HIV test kits and other staffing resources, although individuals are counted and not the number of tests performed.
","Existing HTC registers and reporting forms that are already being used to capture HTC services could be revised to include the disaggregation categories. Examples of data collection forms include client intake forms, activity report forms, or health registers such as HIV Testing and Counseling registers, health information systems and non-governmental organization records.

Data for the numerator should be generated by counting the total number of individuals who received HTC from all service delivery points. The HTC_TST indicator includes targets and results from the following indicators when HTC services are provided as part of the intervention package:

* PMTCT_STAT

* TB_STAT

* VMMC_CIRC

* GEND_GBV

* PP_PREV

* KP_PREV

Please note that HTC-TST includes newly tested in the above modalities (for all other modalities not included in this list, for example L&D, the numbers should be included in PITC other).

Note: Serological testing among infants should be counted under the HTC_TST indicator. HIV virologic testing of HIV exposed infants should be counted under the PMTCT_EID indicator.

Service delivery settings captures testing of all age groups tested in these respective settings including pediatric and adolescent populations.

Service delivery points are defined as:

* _Community-based testing_ - Any testing outside of a designated health facility

    * Home-based testing - Including door-to-door testing and home visits

    * Mobile testing - Including any adhoc or temporary testing locations, such as a community center, school, or mobile unit (this should not include VMMC services, these should be captured until facility based testing – VMMC, even if in outreach setting)

    * Index testing - Including any index testing that is the result of a community-based testing (regardless of where the index testing occurs).

    * Other community platforms – Including drop-in centers, fixed sites that are not part of a facility, OVC program etc.

* _Facility-based testing_ – Any testing occurring inside a designated health facility

    * Inpatient - Surgery and any inpatient ward

    * Outpatient - Includes casualty, ER, and OPD
    
    * Pediatrics: Under 5/EPI (immunization or well child services) clinic (exclude virologic testing and non-diagnostic rapid HIV testing which is reported under PMTCT_EID)

    * Malnutrition – Clinics and inpatient wards predominately dedicated to the treatment of malnourished children. While this service delivery point may be part of either inpatient or outpatient services, if an individual could be reported under both malnutrition and another service delivery point, report an individual only once and under malnutrition.

    * Index testing - Including any index testing that was the result of facility-based testing (regardless of where the index testing occurs), for example, PMTCT couples testing.

    * TB clinics: This includes all patients originating from the TB clinics including TB patients and their partners/family members tested for HIV

    * VMMC – This includes HIV testing for males as part of the VMMC programs both in facility based VMMC programs and mobile outreach programs. Testing is highly recommended through the VMMC program, although not mandatory.

    * ANC – HIV testing as part of the PMTCT program at antenatal care clinics (ANC), should align with PMTCT_STAT; Antenatal Care clinics for pregnant women and their partners/family members

    * Other PITC – for examples would include L&D, family planning centers, STI, etc.

When developing or modifying existing M&E systems and tools to collect and report this indicator, the following information should be considered:

* The first priority of data collection and reporting of HTC services among key populations must be to do no harm. These data must be managed with confidentiality to ensure the identities of the individuals are protected to prevent further stigma and discrimination of key populations.

* Demographic - Client’s name, sex, and age at time of HTC services

* HIV testing and counseling - HIV test results, date of HIV test, receipt of HIV test results, previously tested during the reporting period, and type of counseling/testing

* Site - site’s name, district, region, province, and service delivery point

Patient level Deduplication, recommendation at the partner level by adding to the HTC facility and community registers (has patient been tested in the last 3 months). This additional datapoint in the patient testing registries can help partners de-duplicate at the reporting level.

Confirmatory testing should be excluded, since the individual has already been counted as having been tested positive in either this reporting period or a previous reporting period.

","Only one age disaggregation type is used for age/sex/ result received: The number of individuals receiving HTC must be disaggregated by age. Countries must use the finer age disaggregation (<1, 1-9, 10-14, 15-19, 20-24, 25-49, 50+). If the fine age disaggregation is not possible, with approval from HQs, countries should use the coarse age disaggregation (<15, 15+), for age/sex result received.

Numerator ≥ subtotal of each disaggregate group: The total number of individuals receiving HTC services (numerator) should be greater or equal to the sum of each individual disaggregation group.",Sum results across all reporting periods.,"Numerator: Number of individuals who received HIV Testing and Counseling (HTC) services for HIV and received their test results

Age/Sex/Result Received (Fine Disaggregate)

* <1 Positive, 1-9 Positive, 10-14 M Positive, 10-14 F Positive, 15-19 M Positive, 15-19 F Positive, 20-24 M Positive, 20-24 F Positive, 25-49 M Positive, 25-49 F Positive, 50+ M Positive, 50+ F Positive, <1 Negative,
1-9 Negative, 10-14 M Negative, 10-14 F Negative, 15-19 M Negative, 15-19 F Negative, 20-24 M Negative, 20-24 F Negative, 25-49 M Negative, 25-49 F Negative, 50+ M Negative, 50+ F Negative 

Age/Sex/Result Received (Coarse Disaggregate)

* <15 M Positive, <15 F Positive, 15+ M Positive, 15+ F Positive, <15 M Negative <15 F Negative 15+ M Negative 15+ F Negative

    * Should only be entered if finer age disaggregate is not available

Community Service Delivery Point/Modality

* index testing, home-based testing; mobile testing, other community testing platforms

    * Only for community form of HTC_TST

Service Delivery Point/Age [Disaggregate of Community Service Delivery Point/Modality]

* <15 index testing , 15+ index testing, <15 home-based testing, 15+ home-based testing, <15 mobile testing, 15+ mobile testing, <15 other community testing platforms, 15+ other community testing platforms

    * Only for community form of HTC_TST

Facility Service Delivery Point/Modality

* Inpatient, outpatient, pediatric, malnutrition facilities, ANC, TB, VMMC, other PITC, VCT, index testing

    * Only for facility form of HTC_TST

Service Delivery Point/Age[Disagg regate of Facility Service Delivery Point/Modality]

* Inpatient, outpatient, pediatric, malnutrition facilities, ANC, TB, VMMC, other PITC, VCT, index testing by <15, >15

    * Only for facility form of HTC_TST

 


",N/A,,,,Standard definition of DSD and TA used.,,,,,,N/A,,,MER v2.0 (FY16),
FY16 (v2.0),INVS_COMD,Concept,PEPFAR,MER,INVS_COMD,Reference Indicator,FY16,v2.0,Health Systems,Resources for HIV-program related commodities planned & purchased in the last 12 months,PEPFAR resources used for HIV-program related commodities: planned & purchased in the last 12 months by Implementing Partner,,N/A,,New indicator,,Annually,Q4 data should be collected for this indicator.,To better understand PEPFAR’s financial investments in commodities and overall commodities contribution to host national programs,"This PEPFAR dollar amount and absolute number of commodities should be completed by every implementing partner (IP) that purchases PEPFAR- funded commodities (including HIV test KITS; HIV CD4 reagents; HIV viral load reagents (including EID testing); condoms, HIV ARVs (first and second line treatment, pediatric and adults).","Compare to National investment, COP document commitment and Q4 results for testing, viral load testing, patients newly and currently enrolled on ART for triangulation. Triangulate with EA data for unit expenditure investments.",Q4 reported dollar amount obligated (commodities purchased) and absolute number of commodities purchased during the previous 12 month reporting period (regardless of whether commodities have presently been delivered to the country program).,"Numerator:

Resources for HIV-program related commodities planned & purchased in the last 12 months by Implementing Partner

USD (with current exchange rate)

* Commodity Type [Dollars planned/spent HIV test KITS; Dollars planned/spent HIV CD4; Dollars planned/spent HIV viral load; Dollars planned/spent condoms; Dollars planned/spent HIV ARV]

    * HIV test KITS; HIV CD4 reagents; HIV viral load reagents (including EID testing); condoms, HIV ARVs (including first and second line, pediatric and adults).

Number

* Commodity Type [HIV test KITS; HIV CD4 reagents; condoms, HIV viral load reagents; HIV ARVs]",N/A,,,,N/A,,,,,,N/A,,,MER v2.0 (FY16),
FY16 (v2.0),KP_MAT,Concept,PEPFAR,MER,KP_MAT,Reference Indicator,FY16,v2.0,,,,,,,,Facility,Annually,,,,,,,,,,,,,,,,,,,,MER v2.0 (FY16),
FY16 (v2.0),KP_PREV,Concept,PEPFAR,MER,KP_PREV,Reference Indicator,FY16,v2.0,Prevention and Support,Percentage of key populations reached with individual and/or small group-level HIV preventive interventions that are based on evidence and meet the minimum standards required.,"Number of the key populations reached with individual and/or small group-level HIV preventive interventions that are based on evidence and/or meet the minimum standards required.
",The numerator can be generated by counting the number of individuals from an activity defined target population who are reached with and complete a prevention intervention designed for the intended key population.,Total estimated number of key populations in the catchment area.,"Catchment area: Programs need to define their geographic catchment area from which key population clients come to receive HIV prevention services. The size and population of this area can vary, depending on organization or agency and the services provided. Country teams should encourage methodological harmonization across their KP partners in size estimations of the catchment areas.","KP type disaggregations changed, two service disaggregations were added, and the minimum package now includes testing and/or testing referral for all partners and KP clients.",Facility & Community,Semi-Annually,Report 6 months of results at the March (Q2) and November (Q4) reporting cycles,"This indicator provides information on the total number of individuals that received and completed individual-level and/or small-group level interventions. These interventions are based on evidence and meet the required minimum standards. This information will help PEPFAR understand the relative saturation of KP evidence-based programs.

This indicator counts those interventions at the individual and/or small-group level. Providing HTC or referring an individual to HTC is a required intervention, unless the individual has already tested positive for HIV. This information should also be captured in the   HTC_TST indicator under other (community or facility depending on the KP program), OU should also report the number of individuals tested under indicator “HTC_TST”. A partner may count an individual as having received a prevention activity if they have provided HTC testing and/or referral and one of the other listed prevention activities below. For a client to have received a comprehensive package of services, they must receive the entire list of interventions below, however these do not have to be provided by only one partner and can be provided by multiple partners working together. Therefore the interventions listed below are components of a comprehensive program, but are not by individually defined as a comprehensive program.

In order to better understand the comprehensiveness of prevention interventions being offered to each key population, PEPFAR operating units are required to report on the types of prevention interventions and/or linkages to clinical services that were provided to each key population in the Q4 narrative when reporting results to HQ. The table below lists qualifying interventions of comprehensive prevention services provided to each key population at the individual levels for partners to collect for their own data management system, when possible.

Prevention Interventions for Key Populations

* Provide or refer to HTC* (Required)

* Targeted information, education, and communication (IEC)

* Outreach/Empowerment

* Condoms

* Lubricant

* Refer to STI screening, prevention, and treatment

* Link or refer to ART

* Prevention and refer to diagnosis, treatment of TB

* Refer to screening and vaccination for viral hepatitis

* Refer to Reproductive Health (Family Planning; PMTCT), if applicable

* Refer to medication-assisted therapy (MAT), if applicable

* Refer to needle syringe program (NSP), if applicable

    * Partner should also report the number of individuals tested under the indicator “HTC_TST”
","Tracking systems must be able to reduce double-counting of individuals in a reporting period. An individual should be reported as a “New beneficiary within the current reporting period” when they first receive the required intervention (and any suggested interventions) during the reporting period; if the same individual receives any subsequent interventions during the same reporting period they will be reported as a “Returning beneficiary within the current reporting period.” If possible, a unique identifier can be assigned to program participants to track individual participation in the prevention interventions/sites.

Country teams should deduplicate at OU level following standard PEPFAR DATIM deduplication guidance with overlapping programming in overlapping KP groups (information about the KP reached and their programmatic interventions should be defined in the partner narratives to facilitate the OU de-duplication process.","Data should be reviewed regularly for the purposes of program management, to monitor progress towards achieving targets, and to identify and correct any data quality issues. Potential data quality issues with KP_PREV are:

* Numerator

    * _The Numerator is = the sum of the disaggregation_: The number of KP reached with individual and/or small-group level preventive interventions should be equal to the sum of the disaggregations by KP.

* Denominator

    * _Denominator ≥ subtotal of the disaggregation_: The total estimated number of KP in the catchment area should be greater than or equal to the subtotal of the disaggregations by KP.

* _Denominator ≥ Numerator_: The total estimated number of key populations should be greater or equal to the number of key populations reached with individual and/or small group level preventive interventions.
",Sum across both reporting periods; the NewClient disaggregate can be used to deduplicate this sum.,"Numerator: Number of key populations reached with individual and/or small group- level HIV preventive interventions that are based on evidence and/or meet the minimum standards required.

KP Type

* MSM who are SW; MSM who are not SW; TG who are SW; TG who are not SW; FSW; PWID M, PWID F; People in prisons and other enclosed settings

    * MSM: Men who have sex with men 

    * TG: Person who identifies as transgender

    * SW: Sex worker

    * PWID: People who inject drugs

Service

* KP known positive; KP was tested as part of the program and/or KP was referred for testing as part of program

    * Testing disaggregation of key population type disaggregation

NewClient

* New beneficiary; Returning beneficiary within the current reporting period

    * Testing disaggregation of key population type disaggregation
","Denominator: Total estimated number of key populations in the catchment area.

KP Type

* MSM who are SW; 

* MSM who are not SW; 

* TG who are SW; 

* TG who are not SW; 

* FSW; 

* PWID M; 

* PWID F; 

* People in prisons and other enclosed settings

    * MSM: Men who have sex with men 

    * TG: Person who identifies as transgender

    * SW: Sex worker

    * PWID: People who inject drugs
 
",,,,"DSD: Individuals will be counted as receiving direct service delivery support from PEPFAR when _BOTH_ of the below conditions are met: Provision of key staff or commodities _AND_ frequent, at least quarterly, support to improve the quality of services.

TA-SDI: Individuals will be counted as supported through TA-SDI when the point of service delivery receives support from PEPFAR that meets the second criterion only: Frequent, at least quarterly support to improve the quality of services.

PEPFAR is directly interacting with the patient or beneficiary in response to their health (physical, psychological, etc.) care needs by providing key staff and/or essential commodities for routine service delivery. For _KP receiving HIV prevention services_, this can include ongoing procurement of critical commodities such as test-kits, condoms or funding for salaries of personnel providing any of the prevention package components (i.e. HCW, outreach workers, program managers). Staff responsible for the completeness and quality of routine patient records (paper or electronic) can be counted here; however, staff who exclusively fulfill MOH and donor reporting requirements cannot be counted.

_AND/OR_

PEPFAR provides an established presence at and/or routinized, frequent (at least quarterly) support for those services at the point of service delivery. For _HIV prevention among KP_, this ongoing support for service delivery improvement can include: mentoring and supportive supervision; training; organizational strengthening; QA/QI; program design like development of training curricula, prevention guidance development, or standard operating procedures (SOPs) and follow-up to ensure fidelity to the program design; regular assistance with monitoring and evaluation functions and data quality assessments; or condom forecasting and supply management.
",,,,"Key population type (DREAMS Disaggregation):
Female Sex Worker (FSW)",All partners delivering KP prevention services,,,,MER v2.0 (FY16),
FY16 (v2.0),LAB_ACC,Concept,PEPFAR,MER,LAB_ACC,Reference Indicator,FY16,v2.0,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,MER v2.0 (FY16),
FY16 (v2.0),LAB_CAP,Concept,PEPFAR,MER,LAB_CAP,Reference Indicator,FY16,v2.0,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,MER v2.0 (FY16),
FY16 (v2.0),LAB_PT,Concept,PEPFAR,MER,LAB_PT,Reference Indicator,FY16,v2.0,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,MER v2.0 (FY16),
FY16 (v2.0),LGF_PTT,Concept,PEPFAR,MER,LGF_PTT,Reference Indicator,FY16,v2.0,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,MER v2.0 (FY16),
FY16 (v2.0),OVC_ACC,Concept,PEPFAR,MER,OVC_ACC,Reference Indicator,FY16,v2.0,,,,,,,,Facility & Community,Annually,,,,,,,,,,,,,,,,,,,,MER v2.0 (FY16),
FY16 (v2.0),OVC_KNOWNSTAT,Concept,PEPFAR,MER,OVC_KNOWNSTAT,Reference Indicator,FY16,v2.0,Knowing HIV Status,Number of orphans and vulnerable children (<18 years old) whose HIV status is known or unknown by the OVC implementing partner.,Number of orphans and vulnerable children (<18 years old) whose HIV status is known or unknown by the OVC implementing partner.,,"OVC_SERV (<18 years old) for this reporting period (Q2 or Q4) [this should not be collected again, but is collected under the indicator OVC_SERV]","Number of beneficiaries (<18 years old including “active”, “graduated”, “transferred”, and “exited without graduation”) served by PEPFAR OVC programs for children affected by HIV/AIDS","This is a new indicator for MER 2.0 and target setting will be optional for COP 16, but required for COP 17. OUs that are better positioned to set targets are encouraged to do so for COP 16.",,Semi-Annually,Report 6 months of results at Q2 and Q4.,"This indicator will be tracked through routine program monitoring and through the Q2 and Q4 reporting. PEPFAR will measure progress to ensure that OVC partners are proactively promoting HIV status knowledge as an essential part of effective OVC case management in those under 18.

Rationale:

PEPFAR OVC programs serve children who may be infected by HIV or are at high risk of becoming HIV infected, either through vertical mother-to-child transmission or horizontal/sexual transmission. OVC programs play a vital role in referring children and their parents/caregivers to HIV specific clinical services to ensure access to a continuum of care to decrease morbidity and mortality associated with HIV. This new indicator reflects the OVC program’s contribution to achieving an AIDS free generation and the first 90 of the 90-90-90 UNAIDS Strategy.

Given the elevated risk of HIV infection among children affected by and vulnerable to HIV, it is imperative for PEPFAR implementing partners to know the HIV status of the children enrolled in OVC programs. When the implementing partner knows the HIV status, the program can contribute to ensuring that the children are linked to appropriate care and treatment services, all essential elements of quality case management. In addition, it is vital for caregivers to know the status of all of the children in their care, and OVC programs can play an important role in family-centered disclosure.

* Status disclosure to the implementing partner is NOT a prerequisite for enrollment or continuation in an OVC program. OVC programs serve persons of positive, negative, and unknown HIV status appropriate to their needs.

* This indicator does not require OVC partners to report a disaggregation of known HIV test results data (positive or negative). Test results are frequently unavailable to community organizations due to health facility concerns about patient confidentiality. OUs can choose based on their unique situation whether it will be possible to report on the disclosed HIV status (positive or negative). If partner receives HTC funds, they should be reporting based on HTC specific indicators.

* The purpose of this indicator is to determine whether OVC partners are proactively promoting HIV status knowledge as an essential part of effective OVC case management and to ascertain if children in OVC programs have received appropriate HIV specific services, if needed.

","This indicator captures whether Implementing partners know whether the OVC or the caregiver knows the OVC HIV status. This indicator captures, 2 elements, firstly whether the program knows that OVC’s status and secondly whether the status has been shared with the IP (known status, positive, negative). Data sources for this indicator include registers, referral forms, client records, or other confidential case management and program monitoring tools. HIV status as is at the end of each reporting period should be reported in this indicator.

Note: This indicator is _NOT_ a testing indicator and should not reflect when and how often to test a child or adolescent. This indicator is capturing if implementing partners either know or don’t know the HIV status of the orphans and vulnerable children they serve. If children or adults are tested as part of the OVC program, this information should be added to the HTC_TST indicator, under the community based testing “other” disaggregate.
","Review any site with over 100% coverage or very low coverage to ensure they reflect expected results. The OVC_KNOWNSTAT numerator should not exceed the denominator (OVC_SERV <18 years old including “active”, “graduated”, “transferred”, and “exited without graduation”). There cannot be more OVC whose HIV status is known or unknown than there are OVC that have been served in the same reporting period.

Sum of HIV Status Disaggregates should equal the numerator. If sum of disaggregates is less than numerator, the HIV status of OVC has been missed. If sum of disaggregates is greater than numerator, OVC may have been double-counted.

Sum of Age/Sex/HIV Status Disaggregates should equal sum of HIV Status Disaggregates.",Use result reported at Q4.,"Numerator: Number of orphans and vulnerable children (<18 years old) whose HIV status is known to the PEPFAR OVC implementing partner.

HIV Status

* Known HIV Positive 

* Known HIV Negative 

* Known Undisclosed 

* Unknown

    * Known: HIV status of OVC is known by the OVC or his/her caregiver.

        * HIV Positive: Status of OVC is known by the OVC or his/her caregiver and disclosed to IP as HIV Positive

        * HIV Negative: Status of OVC is known by the OVC or his/her caregiver and disclosed to IP as HIV negative

        * Undisclosed: HIV status of OVC is known by the OVC or caregiver, but not disclosed to IP

            * The OVC or caregiver may know the status of the OVC, but they choose to not disclose the status to the IP

        *to calculate total number of OVC with known HIV status by the OVC or his/her caregiver=sum Known HIV Positive, Known HIV Negative, and Known Undisclosed

    * Unknown: OVC has not been tested for HIV or result of HIV test not yet received; HIV status of OVC is therefore unknown by OVC and caregiver or the OVC/caregiver has not shared any information about their HIV status with the IP.

Age/Sex/HIV Status

* <1 Known HIV Positive

* <1 Known HIV Negative

* <1 Known Undisclosed

* <1 Status unknown

* 1-9 Known HIV Positive 

* 1-9 Known HIV Negative 

* 1-9 Known Undisclosed

* 1-9 Status unknown

* 10-14 M Known HIV Positive 

* 10-14 M Known HIV Negative, 

* 10-14 M Known Undisclosed 

* 10-14 M status unknown

* 10-14 F, Known HIV Positive 

* 10-14 F, Known HIV Negative 

* 10-14 F, Known Undisclosed 

* 10-14 F, status unknown

* 15-17 M, Known HIV Positive 

* 15-17 M, Known HIV Negative 

* 15-17 M, Known Undisclosed 

* 15-17 M, status unknown

* 15-17 F, Known HIV Positive 

* 15-17 F, Known HIV Negative 

* 15-17 F, Known Undisclosed

* 15-17 F, status unknown","Denominator: OVC_SERV (<18 years old) for this reporting period
(Q2 or Q4)

None

* N/A

    * N/A",,,,"DSD: Individuals will be counted as receiving direct service delivery support from PEPFAR when BOTH of the below conditions are met: Provision of key staff or commodities AND frequent, at least quarterly, support to improve the quality of services.

TA-SDI: Individuals will be counted as supported through TA-SDI when the point of service delivery receives support from PEPFAR that meets the second criterion only: Frequent, at least quarterly support to improve the quality of services.",,,,,,"_Guidance on target setting for this indicator in DREAMS SNUs is forthcoming. DREAMS OUs are encouraged to report results on OVC_KNOWNSTAT for the adolescent girls enrolled in DREAMS interventions._
",,,MER v2.0 (FY16),
